79371226196	+	-79371227222	=	-1026
-9032082236	+	9032081211	=	-1025
-19818485771	+	19818484838	=	-933
82995976127	+	-82995977059	=	-932
96470412330	+	-96470413170	=	-840
-31195986612	+	31195985773	=	-839
38033244729	+	-38033245476	=	-747
12817247823	+	-12817248569	=	-746
-75578176592	+	75578175939	=	-653
50745272986	+	-50745273638	=	-652
20629931297	+	-20629931857	=	-560
11619774304	+	-11619774863	=	-559
22234595251	+	-22234595718	=	-467
-90828343570	+	90828343104	=	-466
-59381698985	+	59381698611	=	-374
30830889442	+	-30830889815	=	-373
47538898860	+	-47538899141	=	-281
522563560	+	-522563840	=	-280
-62222203130	+	62222202942	=	-188
96464435568	+	-96464435755	=	-187
95706826818	+	-95706826913	=	-95
6084932343	+	-6084932437	=	-94
-57197633273	+	57197633272	=	-1
-70918719830	+	70918719922	=	92
-82918239377	+	82918239470	=	93
-77493700096	+	77493700281	=	185
-5312890795	+	5312890981	=	186
-822476997	+	822477275	=	278
65832283518	+	-65832283239	=	279
10088081336	+	-10088080965	=	371
47044225478	+	-47044225106	=	372
-81061531968	+	81061532432	=	464
-27704833880	+	27704834345	=	465
47189919532	+	-47189918975	=	557
70805325159	+	-70805324601	=	558
-13589711448	+	13589712098	=	650
-29953713310	+	29953713961	=	651
-10118240729	+	10118241473	=	744
-97101663238	+	97101663983	=	745
-94645576829	+	94645577666	=	837
-15448786931	+	15448787769	=	838
82450032039	+	-82450031109	=	930
-96102367433	+	96102368364	=	931
67126481312	+	-67126480289	=	1023
-17006426732	+	17006427756	=	1024
67484174653	+	-67484173537	=	1116
72261581184	+	-72261580067	=	1117
39994062082	+	-39994060873	=	1209
59710570592	+	-59710569382	=	1210
-94301165918	+	94301167220	=	1302
14269234572	+	-14269233269	=	1303
5434432767	+	-5434431372	=	1395
86804417794	+	-86804416398	=	1396
-92205919974	+	92205921463	=	1489
75253766391	+	-75253764901	=	1490
34422995771	+	-34422994189	=	1582
-56751157137	+	56751158720	=	1583
71451236759	+	-71451235084	=	1675
-33207949779	+	33207951455	=	1676
46566494622	+	-46566492854	=	1768
-24082981853	+	24082983622	=	1769
-43013614763	+	43013616624	=	1861
-80445681597	+	80445683459	=	1862
-24980125356	+	24980127310	=	1954
-30933495579	+	30933497534	=	1955
-74920311932	+	74920313979	=	2047
96438436115	+	-96438434067	=	2048
-12671768253	+	12671770394	=	2141
-89671483538	+	89671485680	=	2142
40051797935	+	-40051795701	=	2234
-42415389485	+	42415391720	=	2235
-67386957057	+	67386959384	=	2327
-94038041306	+	94038043634	=	2328
-14379818978	+	14379821398	=	2420
-84957137697	+	84957140118	=	2421
38865946297	+	-38865943784	=	2513
-78774812063	+	78774814577	=	2514
23047785145	+	-23047782539	=	2606
53402312730	+	-53402310123	=	2607
67764973252	+	-67764970553	=	2699
-30143731707	+	30143734407	=	2700
-7589891604	+	7589894396	=	2792
25339714123	+	-25339711330	=	2793
-76197271132	+	76197274018	=	2886
-35574491944	+	35574494831	=	2887
86529249691	+	-86529246712	=	2979
89883057582	+	-89883054602	=	2980
71230882392	+	-71230879320	=	3072
18506574220	+	-18506571147	=	3073
-17519396599	+	17519399764	=	3165
-32454183480	+	32454186646	=	3166
99360766447	+	-99360763189	=	3258
-35679692280	+	35679695539	=	3259
8187748355	+	-8187745004	=	3351
86198238649	+	-86198235297	=	3352
22792911772	+	-22792908328	=	3444
-77197532625	+	77197536070	=	3445
-96509793400	+	96509796938	=	3538
-62048086972	+	62048090511	=	3539
64868453780	+	-64868450149	=	3631
20029289890	+	-20029286258	=	3632
94131131094	+	-94131127370	=	3724
52430670593	+	-52430666868	=	3725
58497945013	+	-58497941196	=	3817
45379576434	+	-45379572616	=	3818
-34845295519	+	34845299429	=	3910
-1229095879	+	1229099790	=	3911
94497220401	+	-94497216398	=	4003
-92915652410	+	92915656414	=	4004
-24484777137	+	24484781233	=	4096
47523303119	+	-47523299022	=	4097
-46027774619	+	46027778808	=	4189
69995493614	+	-69995489424	=	4190
52570495173	+	-52570490890	=	4283
-80447700145	+	80447704429	=	4284
33832217908	+	-33832213532	=	4376
-18750538453	+	18750542830	=	4377
92779242802	+	-92779238333	=	4469
-76623798151	+	76623802621	=	4470
-63696756384	+	63696760946	=	4562
62661533785	+	-62661529222	=	4563
-45257515063	+	45257519718	=	4655
-69800526542	+	69800531198	=	4656
69882591799	+	-69882587051	=	4748
-55645512397	+	55645517146	=	4749
-41763666246	+	41763671087	=	4841
79353560404	+	-79353555562	=	4842
-75464419637	+	75464424572	=	4935
-29470467814	+	29470472750	=	4936
-18979176376	+	18979181404	=	5028
-97247677202	+	97247682231	=	5029
42496559276	+	-42496554155	=	5121
35135646786	+	-35135641664	=	5122
-93319145308	+	93319150522	=	5214
55708096342	+	-55708091127	=	5215
68907922584	+	-68907917277	=	5307
-1813345171	+	1813350479	=	5308
89040922554	+	-89040917154	=	5400
7161707015	+	-7161701614	=	5401
78519021150	+	-78519015657	=	5493
-89354723222	+	89354728716	=	5494
-61756846385	+	61756851971	=	5586
-26717486199	+	26717491786	=	5587
-2857124761	+	2857130441	=	5680
-65360589775	+	65360595456	=	5681
25096398650	+	-25096392877	=	5773
16299909128	+	-16299903354	=	5774
-24863148912	+	24863154778	=	5866
36925113451	+	-36925107584	=	5867
86581462149	+	-86581456190	=	5959
-44336685885	+	44336691845	=	5960
-28199253478	+	28199259530	=	6052
95367456877	+	-95367450824	=	6053
-53377538526	+	53377544671	=	6145
10430904808	+	-10430898662	=	6146
67564337964	+	-67564331726	=	6238
10814460232	+	-10814453993	=	6239
-57994111422	+	57994117754	=	6332
52024714346	+	-52024707921	=	6425
-52124847077	+	52124853503	=	6426
-84638412011	+	84638418529	=	6518
-49315486173	+	49315492692	=	6519
25856051093	+	-25856044482	=	6611
-78069394072	+	78069400684	=	6612
63140167185	+	-63140160481	=	6704
10130513045	+	-10130506340	=	6705
42346727541	+	-42346720744	=	6797
48983084759	+	-48983077961	=	6798
-15430707446	+	15430714336	=	6890
85871998866	+	-85871991975	=	6891
81413703961	+	-81413696978	=	6983
-12671768253	+	12671775237	=	6984
11601106781	+	-11601099704	=	7077
-1731583896	+	1731590974	=	7078
36916595295	+	-36916588125	=	7170
-24902783765	+	24902790936	=	7171
82038503690	+	-82038496427	=	7263
-58890519924	+	58890527188	=	7264
-40359318881	+	40359326237	=	7356
6366678656	+	-6366671299	=	7357
63280446344	+	-63280438895	=	7449
-85521809378	+	85521816828	=	7450
95331389547	+	-95331382005	=	7542
-25961491152	+	25961498695	=	7543
77835110005	+	-77835102370	=	7635
-38722991263	+	38722998899	=	7636
-42973969013	+	42973976741	=	7728
68368438989	+	-68368431260	=	7729
-59259353001	+	59259360823	=	7822
38562186965	+	-38562179142	=	7823
70881652073	+	-70881644158	=	7915
-65323993734	+	65324001650	=	7916
-20728229416	+	20728237424	=	8008
12671775237	+	-12671767228	=	8009
86529249691	+	-86529241590	=	8101
-54149230828	+	54149238930	=	8102
29716884870	+	-29716876676	=	8194
-61387519148	+	61387527343	=	8195
-31944872967	+	31944881254	=	8287
-16990642118	+	16990650406	=	8288
39466163580	+	-39466155200	=	8380
-1229095879	+	1229104260	=	8381
33832217908	+	-33832209434	=	8474
27752299480	+	-27752291005	=	8475
-41169333804	+	41169342371	=	8567
80483535668	+	-80483527100	=	8568
64690284321	+	-64690275661	=	8660
-3730349943	+	3730358604	=	8661
-35271096	+	35279849	=	8753
-4848215778	+	4848224532	=	8754
43506582520	+	-43506573674	=	8846
-50675437670	+	50675446517	=	8847
89845001785	+	-89844992846	=	8939
-88358490723	+	88358499663	=	8940
-18093169164	+	18093178196	=	9032
-88959705918	+	88959714951	=	9033
8620987789	+	-8620978664	=	9125
-42982386492	+	42982395618	=	9126
-90580291111	+	90580300330	=	9219
-19116693325	+	19116702545	=	9220
-35598175664	+	35598184976	=	9312
-50838851999	+	50838861312	=	9313
-15944633781	+	15944643186	=	9405
-97247677202	+	97247686608	=	9406
90132881137	+	-90132871639	=	9498
-46381119800	+	46381129299	=	9499
27317476890	+	-27317467299	=	9591
31428066888	+	-31428057296	=	9592
56285332774	+	-56285323090	=	9684
34653785049	+	-34653775364	=	9685
-10597373132	+	10597382909	=	9777
6250850440	+	-6250840662	=	9778
-93425816109	+	93425825980	=	9871
-70935586547	+	70935596419	=	9872
45542977911	+	-45542967947	=	9964
-91340107560	+	91340117525	=	9965
427
